MonthOfYear,DayOfWeek,HourOfDay,SupVentSpeed_AirHandling_System,ExhVentSp_AirHandling_System
3,5,21,4,3
3,5,21,3,3
3,5,21,3,3
3,5,21,3,3
3,5,21,4,3
3,5,21,3,3
3,5,21,4,3
3,5,22,4,3
3,5,22,4,3
3,5,22,4,3
3,5,22,3,3
3,5,22,4,3
3,5,22,4,3
3,5,22,4,3
3,5,22,4,3
3,5,23,4,3
3,5,23,4,3
3,5,23,3,3
3,5,23,4,3
3,5,23,4,3
3,5,23,4,3
3,5,23,4,3
3,6,0,3,3
3,6,0,4,3
3,6,0,4,3
3,6,0,3,3
3,6,0,4,3
3,6,0,4,3
3,6,0,4,3
3,6,0,3,3
3,6,1,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,3,3
3,6,2,3,3
3,6,2,4,3
3,6,2,4,3
3,6,2,4,3
3,6,2,4,3
3,6,2,3,3
3,6,2,4,3
3,6,2,4,3
3,6,3,4,3
3,6,3,4,3
3,6,3,4,3
3,6,3,3,3
3,6,3,4,3
3,6,3,3,3
3,6,3,3,3
3,6,4,4,3
3,6,4,4,3
3,6,4,4,3
3,6,4,4,3
3,6,4,4,3
3,6,4,3,3
3,6,4,4,3
3,6,4,4,4
3,6,5,3,3
3,6,5,3,3
3,6,5,4,3
3,6,5,4,3
3,6,5,4,3
3,6,5,4,3
3,6,5,4,3
3,6,6,4,3
3,6,6,4,3
3,6,6,4,3
3,6,6,3,3
3,6,6,3,3
3,6,6,4,3
3,6,6,4,3
3,6,6,4,3
3,6,7,3,3
3,6,7,803,703
3,6,7,1153,1053
3,6,7,1199,1066
3,6,7,1203,1069
3,6,7,1201,1070
3,6,7,1202,1071
3,6,8,1205,1070
3,6,8,1208,1073
3,6,8,1209,1073
3,6,8,1207,1072
3,6,8,1208,1071
3,6,8,1209,1075
3,6,8,1209,1076
3,6,8,1211,1079
3,6,9,1212,1078
3,6,9,1209,1074
3,6,9,1210,1073
3,6,9,1209,1079
3,6,9,1212,1077
3,6,9,1211,1076
3,6,9,1207,1075
3,6,10,1214,1077
3,6,10,1213,1081
3,6,10,1212,1080
3,6,10,1214,1080
3,6,10,1213,1080
3,6,10,1214,1082
3,6,10,1212,1078
3,6,10,1213,1082
3,6,11,1215,1082
3,6,11,1217,1083
3,6,11,1214,1082
3,6,11,1217,1084
3,6,11,1212,1077
3,6,11,1214,1081
3,6,11,1214,1082
3,6,12,1214,1080
3,6,12,1219,1082
3,6,12,1216,1082
3,6,12,1221,1085
3,6,12,1218,1086
3,6,12,1215,1083
3,6,12,1218,1086
3,6,12,1218,1083
3,6,13,1218,1083
3,6,13,1218,1083
3,6,13,1216,1081
3,6,13,1217,1085
3,6,13,1214,1080
3,6,13,1218,1081
3,6,13,1213,1079
3,6,14,1220,1086
3,6,14,1215,1082
3,6,14,1214,1079
3,6,14,1215,1083
3,6,14,1218,1086
3,6,14,1218,1082
3,6,14,1216,1083
3,6,14,1217,1085
3,6,15,1219,1086
3,6,15,1219,1082
3,6,15,1215,1086
3,6,15,1217,1083
3,6,15,1217,1082
3,6,15,1217,1082
3,6,15,1214,1080
3,6,16,1215,1084
3,6,16,1217,1082
3,6,16,1215,1080
3,6,16,1212,1081
3,6,16,1216,1082
3,6,16,1221,1084
3,6,16,1217,1081
3,6,16,1217,1084
3,6,17,1218,1082
3,6,17,1213,1080
3,6,17,1220,1083
3,6,17,920,833
3,6,17,20,33
3,6,17,3,3
3,6,17,4,3
3,6,18,3,3
3,6,18,4,3
3,6,18,4,3
3,6,18,3,3
3,6,18,3,3
3,6,18,4,3
3,6,18,4,3
3,6,18,3,3
3,6,19,4,3
3,6,19,4,3
3,6,19,3,3
3,6,19,3,3
3,6,19,3,3
3,6,19,4,3
3,6,19,3,3
3,6,20,3,3
3,6,20,4,3
3,6,20,3,3
3,6,20,4,3
3,6,20,4,3
3,6,20,3,3
3,6,20,3,3
3,6,20,4,3
3,6,21,4,3
3,6,21,4,3
3,6,21,3,3
3,6,21,3,3
3,6,21,4,3
3,6,21,4,3
3,6,21,4,3
3,6,22,4,3
3,6,22,4,3
3,6,22,4,3
3,6,22,4,3
3,6,22,4,3
3,6,22,3,3
3,6,22,4,3
3,6,22,3,3
3,6,23,3,3
3,6,23,4,3
3,6,23,3,3
3,6,23,4,3
3,6,23,3,3
3,6,23,4,3
3,6,23,4,3
3,7,0,4,3
3,7,0,4,3
3,7,0,3,3
3,7,0,4,3
3,7,0,3,3
3,7,0,4,3
3,7,0,4,3
3,7,0,4,3
3,7,1,3,3
3,7,1,4,3
3,7,1,3,3
3,7,1,3,3
3,7,1,4,3
3,7,1,4,3
3,7,1,4,3
3,7,2,4,3
3,7,2,4,3
3,7,2,4,3
3,7,2,4,3
3,7,2,4,3
3,7,2,3,3
3,7,2,4,3
3,7,2,4,3
3,7,3,3,3
3,7,3,4,3
3,7,3,3,3
3,7,3,4,3
3,7,3,4,3
3,7,3,3,3
3,7,3,3,3
3,7,4,3,3
3,7,4,3,3
3,7,4,4,3
3,7,4,4,3
3,7,4,3,3
3,7,4,4,3
3,7,4,4,3
3,7,4,4,3
3,7,5,4,3
3,7,5,3,3
3,7,5,4,3
3,7,5,4,3
3,7,5,4,3
3,7,5,4,3
3,7,5,3,3
3,7,6,4,3
3,7,6,3,3
3,7,6,3,3
3,7,6,4,3
3,7,6,4,3
3,7,6,3,3
3,7,6,4,3
3,7,6,3,3
3,7,7,4,3
3,7,7,3,3
3,7,7,4,3
3,7,7,3,3
3,7,7,4,3
3,7,7,4,3
3,7,7,4,3
3,7,8,3,3
3,7,8,4,3
3,7,8,4,3
3,7,8,3,3
3,7,8,4,3
3,7,8,3,3
3,7,8,3,3
3,7,8,4,3
3,7,9,3,3
3,7,9,3,3
3,7,9,4,3
3,7,9,3,3
3,7,9,3,3
3,7,9,3,3
3,7,9,4,3
3,7,10,4,3
3,7,10,3,3
3,7,10,4,3
3,7,10,4,3
3,7,10,4,3
3,7,10,4,3
3,7,10,3,3
3,7,10,3,3
3,7,11,3,3
3,7,11,4,3
3,7,11,3,3
3,7,11,3,3
3,7,11,4,3
3,7,11,4,3
3,7,11,3,3
3,7,12,3,3
3,7,12,3,3
3,7,12,3,3
3,7,12,4,3
3,7,12,3,3
3,7,12,3,3
3,7,12,3,3
3,7,12,4,3
3,7,13,3,3
3,7,13,3,3
3,7,13,3,3
3,7,13,3,3
3,7,13,3,3
3,7,13,3,3
3,7,13,3,3
3,7,14,4,3
3,7,14,3,3
3,7,14,3,3
3,7,14,4,3
3,7,14,4,3
3,7,14,3,3
3,7,14,3,3
3,7,14,3,3
3,7,15,4,3
3,7,15,4,3
3,7,15,3,3
3,7,15,4,3
3,7,15,4,3
3,7,15,4,3
3,7,15,4,3
3,7,16,3,3
3,7,16,3,3
3,7,16,4,3
3,7,16,4,3
3,7,16,4,3
3,7,16,3,3
3,7,16,3,3
3,7,16,3,3
3,7,17,3,3
3,7,17,4,3
3,7,17,4,3
3,7,17,4,3
3,7,17,3,3
3,7,17,3,3
3,7,17,3,3
3,7,18,3,3
3,7,18,4,3
3,7,18,3,3
3,7,18,3,3
3,7,18,4,3
3,7,18,3,3
3,7,18,3,3
3,7,18,3,3
3,7,19,4,3
3,7,19,4,3
3,7,19,4,3
3,7,19,3,3
3,7,19,3,3
3,7,19,3,3
3,7,19,4,3
3,7,20,4,3
3,7,20,3,3
3,7,20,3,3
3,7,20,4,3
3,7,20,4,3
3,7,20,3,3
3,7,20,3,3
3,7,20,4,3
3,7,21,3,3
3,7,21,3,3
3,7,21,3,3
3,7,21,3,3
3,7,21,3,3
3,7,21,3,3
3,7,21,3,3
3,7,22,3,3
3,7,22,3,3
3,7,22,3,3
3,7,22,3,3
3,7,22,3,3
3,7,22,3,3
3,7,22,4,3
3,7,22,3,3
3,7,23,4,3
3,7,23,3,3
3,7,23,3,3
3,7,23,3,3
3,7,23,3,3
3,7,23,4,3
3,7,23,3,3
3,1,0,3,3
3,1,0,4,3
3,1,0,4,3
3,1,0,4,3
3,1,0,3,3
3,1,0,4,3
3,1,0,4,3
3,1,0,3,3
3,1,1,3,3
3,1,1,4,3
3,1,1,3,3
3,1,1,3,3
3,1,1,3,3
3,1,1,3,3
3,1,1,3,3
3,1,2,3,3
3,1,2,3,3
3,1,2,3,3
3,1,2,3,3
3,1,2,3,3
3,1,2,4,3
3,1,2,3,3
3,1,2,4,3
3,1,3,3,3
3,1,3,3,3
3,1,3,3,3
3,1,3,3,3
3,1,3,3,3
3,1,3,3,3
3,1,3,3,3
3,1,4,3,3
3,1,4,4,3
3,1,4,3,3
3,1,4,3,3
3,1,4,3,3
3,1,4,3,3
3,1,4,3,3
3,1,4,4,3
3,1,5,4,3
3,1,5,3,3
3,1,5,3,3
3,1,5,3,3
3,1,5,3,3
3,1,5,3,3
3,1,5,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,6,3,3
3,1,7,4,3
3,1,7,4,3
3,1,7,3,3
3,1,7,3,3
3,1,7,3,3
3,1,7,4,3
3,1,7,3,3
3,1,8,3,3
3,1,8,4,3
3,1,8,3,3
3,1,8,3,3
3,1,8,3,3
3,1,8,4,3
3,1,8,3,3
3,1,8,4,3
3,1,9,3,3
3,1,9,4,3
3,1,9,3,3
3,1,9,4,3
3,1,9,3,3
3,1,9,3,3
3,1,9,3,3
3,1,10,3,3
3,1,10,3,3
3,1,10,3,3
3,1,10,3,3
3,1,10,3,3
3,1,10,4,3
3,1,10,4,3
3,1,10,3,3
3,1,11,3,3
3,1,11,3,3
3,1,11,3,3
3,1,11,3,3
3,1,11,3,3
3,1,11,3,3
3,1,11,4,3
3,1,12,3,3
3,1,12,4,3
3,1,12,3,3
3,1,12,3,3
3,1,12,3,3
3,1,12,4,3
3,1,12,3,3
3,1,12,3,3
3,1,13,3,3
3,1,13,3,3
3,1,13,3,3
3,1,13,4,3
3,1,13,3,3
3,1,13,3,3
3,1,13,3,3
3,1,14,3,3
3,1,14,3,3
3,1,14,3,3
3,1,14,4,3
3,1,14,3,3
3,1,14,4,3
3,1,14,3,3
3,1,14,4,3
3,1,15,3,3
3,1,15,3,3
3,1,15,3,3
3,1,15,3,3
3,1,15,3,3
3,1,15,3,3
3,1,15,3,3
3,1,16,4,3
3,1,16,3,3
3,1,16,4,3
3,1,16,4,3
3,1,16,3,3
3,1,16,4,3
3,1,16,4,3
3,1,16,4,3
3,1,17,3,3
3,1,17,3,3
3,1,17,4,3
3,1,17,4,3
3,1,17,3,3
3,1,17,3,3
3,1,17,3,3
3,1,18,3,3
3,1,18,3,3
3,1,18,4,3
3,1,18,3,3
3,1,18,3,3
3,1,18,3,3
3,1,18,3,3
3,1,18,3,3
3,1,19,3,3
3,1,19,3,3
3,1,19,3,3
3,1,19,3,3
3,1,19,3,3
3,1,19,4,3
3,1,19,3,3
3,1,20,3,3
3,1,20,3,3
3,1,20,4,3
3,1,20,3,3
3,1,20,4,3
3,1,20,3,3
3,1,20,4,3
3,1,20,3,3
3,1,21,3,3
3,1,21,4,3
3,1,21,3,3
3,1,21,3,3
3,1,21,3,3
3,1,21,3,3
3,1,21,3,3
3,1,22,3,3
3,1,22,3,3
3,1,22,3,3
3,1,22,4,3
3,1,22,3,3
3,1,22,3,3
3,1,22,3,3
3,1,22,3,3
3,1,23,3,3
3,1,23,3,3
3,1,23,3,3
3,1,23,3,3
3,1,23,3,3
3,1,23,3,3
3,1,23,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,0,3,3
3,2,1,4,3
3,2,1,3,3
3,2,1,3,3
3,2,1,3,3
3,2,1,3,3
3,2,1,3,3
3,2,1,3,3
3,2,2,4,3
3,2,2,4,3
3,2,2,3,3
3,2,2,3,3
3,2,2,3,3
3,2,2,3,3
3,2,2,3,3
3,2,2,3,3
3,2,3,3,3
3,2,3,3,3
3,2,3,3,3
3,2,3,3,3
3,2,3,3,3
3,2,3,3,3
3,2,3,4,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,4,3,3
3,2,5,3,3
3,2,5,803,703
3,2,5,1203,1053
3,2,5,1210,1077
3,2,5,1206,1076
3,2,5,1211,1077
3,2,5,1207,1075
3,2,6,1213,1077
3,2,6,1214,1081
3,2,6,1212,1078
3,2,6,1216,1082
3,2,6,1213,1081
3,2,6,1214,1082
3,2,6,1214,1079
3,2,6,1214,1081
3,2,7,1210,1077
3,2,7,1215,1084
3,2,7,1215,1079
3,2,7,1213,1080
3,2,7,1215,1084
3,2,7,1212,1079
3,2,7,1214,1079
3,2,8,1215,1079
3,2,8,1210,1075
3,2,8,1212,1076
3,2,8,1216,1080
3,2,8,1212,1081
3,2,8,1215,1081
3,2,8,1213,1079
3,2,8,1216,1081
3,2,9,1216,1082
3,2,9,1210,1078
3,2,9,1216,1078
3,2,9,1210,1077
3,2,9,1215,1083
3,2,9,1211,1078
3,2,9,1218,1082
3,2,10,1213,1080
3,2,10,1215,1082
3,2,10,1214,1083
3,2,10,1214,1079
3,2,10,1215,1080
3,2,10,1213,1081
3,2,10,1213,1077
3,2,10,1216,1083
3,2,11,1213,1079
3,2,11,1217,1084
3,2,11,1216,1082
3,2,11,1212,1080
3,2,11,1220,1084
3,2,11,1218,1083
3,2,11,1220,1085
3,2,12,1216,1084
3,2,12,1217,1084
3,2,12,1218,1082
3,2,12,1218,1084
3,2,12,1221,1088
3,2,12,1223,1087
3,2,12,1217,1087
3,2,12,1220,1084
3,2,13,1216,1084
3,2,13,1213,1082
3,2,13,1216,1082
3,2,13,1215,1082
3,2,13,1215,1081
3,2,13,1216,1082
3,2,13,1215,1084
3,2,14,1213,1079
3,2,14,1221,1085
3,2,14,1219,1082
3,2,14,1219,1082
3,2,14,1219,1083
3,2,14,1216,1082
3,2,14,1219,1082
3,2,14,1220,1088
3,2,15,1219,1085
3,2,15,1219,1084
3,2,15,1219,1085
3,2,15,1217,1084
3,2,15,1220,1086
3,2,15,1218,1082
3,2,15,1221,1083
3,2,16,1220,1088
3,2,16,1219,1085
3,2,16,1219,1086
3,2,16,1219,1087
3,2,16,1222,1089
3,2,16,1221,1086
3,2,16,1222,1089
3,2,16,1218,1087
3,2,17,1216,1083
3,2,17,1217,1082
3,2,17,1220,1088
3,2,17,920,838
3,2,17,20,38
3,2,17,3,3
3,2,17,4,3
3,2,18,3,3
3,2,18,3,3
3,2,18,4,3
3,2,18,4,3
3,2,18,3,3
3,2,18,3,3
3,2,18,3,3
3,2,18,3,3
3,2,19,3,3
3,2,19,4,3
3,2,19,4,3
3,2,19,3,3
3,2,19,3,3
3,2,19,3,3
3,2,19,4,3
3,2,20,3,3
3,2,20,3,3
3,2,20,4,3
3,2,20,4,3
3,2,20,3,3
3,2,20,3,3
3,2,20,4,3
3,2,20,3,3
3,2,21,4,3
3,2,21,4,3
3,2,21,3,3
3,2,21,4,3
3,2,21,3,3
3,2,21,4,3
3,2,21,4,3
3,2,22,4,3
3,2,22,4,3
3,2,22,4,3
3,2,22,3,3
3,2,22,3,3
3,2,22,4,3
3,2,22,4,3
3,2,22,3,3
3,2,23,4,3
3,2,23,3,3
3,2,23,3,3
3,2,23,4,3
3,2,23,4,3
3,2,23,4,3
3,2,23,3,3
3,3,0,3,3
3,3,0,3,3
3,3,0,3,3
3,3,0,3,3
3,3,0,4,3
3,3,0,3,3
3,3,0,3,3
3,3,0,4,3
3,3,1,3,3
3,3,1,3,3
3,3,1,4,3
3,3,1,3,3
3,3,1,3,3
3,3,1,3,3
3,3,1,3,3
3,3,2,3,3
3,3,2,4,3
3,3,2,3,3
3,3,2,3,3
3,3,2,4,3
3,3,2,4,3
3,3,2,4,3
3,3,2,4,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,3,4,3
3,3,3,3,3
3,3,3,4,3
3,3,3,3,3
3,3,4,4,3
3,3,4,3,3
3,3,4,3,3
3,3,4,3,3
3,3,4,4,3
3,3,4,3,3
3,3,4,3,3
3,3,4,3,3
3,3,5,3,3
3,3,5,3,3
3,3,5,3,3
3,3,5,3,3
3,3,5,4,3
3,3,5,3,3
3,3,5,3,3
3,3,6,3,3
3,3,6,3,3
3,3,6,4,3
3,3,6,3,3
3,3,6,3,3
3,3,6,3,3
3,3,6,3,3
3,3,6,4,3
3,3,7,3,3
3,3,7,803,703
3,3,7,1203,1053
3,3,7,1203,1071
3,3,7,1203,1075
3,3,7,1206,1072
3,3,7,1205,1073
3,3,8,1214,1079
3,3,8,1212,1079
3,3,8,1209,1075
3,3,8,1209,1072
3,3,8,1215,1078
3,3,8,1213,1076
3,3,8,1216,1079
3,3,8,1212,1078
3,3,9,1213,1079
3,3,9,1214,1080
3,3,9,1213,1079
3,3,9,1211,1080
3,3,9,1212,1077
3,3,9,1216,1081
3,3,9,1216,1078
3,3,10,1212,1080
3,3,10,1213,1079
3,3,10,1215,1077
3,3,10,1213,1077
3,3,10,1215,1082
3,3,10,1215,1082
3,3,10,1211,1080
3,3,10,1219,1080
3,3,11,1213,1080
3,3,11,1217,1083
3,3,11,1218,1085
3,3,11,1213,1081
3,3,11,1218,1084
3,3,11,1217,1083
3,3,11,1218,1085
3,3,12,1216,1083
3,3,12,1220,1084
3,3,12,1220,1083
3,3,12,1216,1085
3,3,12,1222,1085
3,3,12,1220,1082
3,3,12,1221,1086
3,3,12,1219,1085
3,3,13,1218,1084
3,3,13,1218,1083
3,3,13,1224,1089
3,3,13,1222,1090
3,3,13,1224,1091
3,3,13,1215,1081
3,3,13,1214,1085
3,3,14,1222,1086
3,3,14,1217,1085
3,3,14,1217,1086
3,3,14,1219,1086
3,3,14,1221,1085
3,3,14,1216,1081
3,3,14,1217,1082
3,3,14,1223,1087
3,3,15,1224,1090
3,3,15,1218,1085
3,3,15,1219,1088
3,3,15,1218,1086
3,3,15,1222,1083
3,3,15,1217,1082
3,3,15,1216,1081
3,3,16,1218,1082
3,3,16,1219,1083
3,3,16,1219,1085
3,3,16,1216,1082
3,3,16,1221,1088
3,3,16,1218,1082
3,3,16,1216,1080
3,3,16,1218,1080
3,3,17,1219,1086
3,3,17,1215,1082
3,3,17,1217,1085
3,3,17,917,835
3,3,17,17,35
3,3,17,3,3
3,3,17,3,3
3,3,18,3,3
3,3,18,4,3
3,3,18,3,3
3,3,18,3,3
3,3,18,3,3
3,3,18,4,3
3,3,18,3,3
3,3,18,4,3
3,3,19,3,3
3,3,19,3,3
3,3,19,4,3
3,3,19,3,3
3,3,19,3,3
3,3,19,3,3
3,3,19,3,3
3,3,20,3,3
3,3,20,4,3
3,3,20,3,3
3,3,20,3,3
3,3,20,3,3
3,3,20,4,3
3,3,20,4,3
3,3,20,3,3
3,3,21,3,3
3,3,21,3,3
3,3,21,4,3
3,3,21,4,3
3,3,21,3,3
3,3,21,3,3
3,3,21,3,3
3,3,22,3,3
3,3,22,3,3
3,3,22,3,3
3,3,22,3,3
3,3,22,3,3
3,3,22,3,3
3,3,22,4,3
3,3,22,3,3
3,3,23,4,3
3,3,23,4,3
3,3,23,4,3
3,3,23,3,3
3,3,23,3,3
3,3,23,3,3
3,3,23,4,3
3,4,0,3,3
3,4,0,3,3
3,4,0,3,3
3,4,0,4,3
3,4,0,3,3
3,4,0,3,3
3,4,0,3,3
3,4,0,3,3
3,4,1,3,3
3,4,1,4,3
3,4,1,3,3
3,4,1,3,3
3,4,1,3,3
3,4,1,3,3
3,4,1,3,3
3,4,2,3,3
3,4,2,3,3
3,4,2,3,3
3,4,2,3,3
3,4,2,3,3
3,4,2,3,3
3,4,2,4,3
3,4,2,3,3
3,4,3,4,3
3,4,3,3,3
3,4,3,3,3
3,4,3,3,3
3,4,3,3,3
3,4,3,3,3
3,4,3,3,3
3,4,4,3,3
3,4,4,3,3
3,4,4,4,3
3,4,4,4,3
3,4,4,3,3
3,4,4,3,3
3,4,4,3,3
3,4,4,3,3
3,4,5,4,3
3,4,5,3,3
3,4,5,3,3
3,4,5,3,3
3,4,5,3,3
3,4,5,3,3
3,4,5,3,3
3,4,6,3,3
3,4,6,4,3
3,4,6,3,3
3,4,6,3,3
3,4,6,3,3
3,4,6,3,3
3,4,6,3,3
3,4,6,3,3
3,4,7,4,3
3,4,7,804,703
3,4,7,1154,1053
3,4,7,1202,1072
3,4,7,1204,1072
3,4,7,1205,1074
3,4,7,1209,1074
3,4,8,1210,1079
3,4,8,1210,1076
3,4,8,1215,1081
3,4,8,1208,1076
3,4,8,1210,1077
3,4,8,1210,1076
3,4,8,1210,1075
3,4,8,1211,1078
3,4,9,1210,1074
3,4,9,1210,1077
3,4,9,1212,1076
3,4,9,1211,1075
3,4,9,1209,1078
3,4,9,1208,1076
3,4,9,1210,1074
3,4,10,1212,1077
3,4,10,1213,1076
3,4,10,1209,1074
3,4,10,1211,1078
3,4,10,1211,1077
3,4,10,1213,1079
3,4,10,1212,1079
3,4,10,1214,1078
3,4,11,1216,1080
3,4,11,1214,1078
3,4,11,1211,1077
3,4,11,1211,1076
3,4,11,1215,1082
3,4,11,1216,1082
3,4,11,1214,1082
3,4,12,1213,1080
3,4,12,1212,1077
3,4,12,1213,1079
3,4,12,1214,1079
3,4,12,1213,1081
3,4,12,1214,1081
3,4,12,1213,1079
3,4,12,1212,1078
3,4,13,1215,1082
3,4,13,1214,1079
3,4,13,1216,1080
3,4,13,1214,1077
3,4,13,1215,1083
3,4,13,1217,1080
3,4,13,1215,1080
3,4,14,1213,1083
3,4,14,1219,1082
3,4,14,1215,1081
3,4,14,1216,1081
3,4,14,1217,1082
3,4,14,1215,1080
3,4,14,1219,1081
3,4,14,1216,1078
3,4,15,1214,1079
3,4,15,1215,1083
3,4,15,1215,1080
3,4,15,1213,1079
3,4,15,1213,1080
3,4,15,1214,1081
3,4,15,1213,1082
3,4,16,1219,1082
3,4,16,1214,1085
3,4,16,1215,1079
3,4,16,1213,1079
3,4,16,1214,1077
3,4,16,1218,1084
3,4,16,1214,1081
3,4,16,1217,1078
3,4,17,1215,1081
3,4,17,1214,1079
3,4,17,1216,1081
3,4,17,916,831
3,4,17,16,31
3,4,17,4,3
3,4,17,4,3
3,4,18,3,3
3,4,18,3,3
3,4,18,3,3
3,4,18,4,3
3,4,18,3,3
3,4,18,3,3
3,4,18,3,3
3,4,18,4,3
3,4,19,4,3
3,4,19,3,3
3,4,19,3,3
3,4,19,3,3
3,4,19,3,3
3,4,19,3,3
3,4,19,4,3
3,4,20,3,3
3,4,20,4,3
3,4,20,4,3
3,4,20,4,3
3,4,20,4,3
3,4,20,3,3
3,4,20,3,3
3,4,20,3,3
3,4,21,3,3
3,4,21,3,3
3,4,21,4,3
3,4,21,4,3
3,4,21,3,3
3,4,21,4,3
3,4,21,4,3
3,4,22,4,3
3,4,22,4,3
3,4,22,3,3
3,4,22,4,3
3,4,22,3,3
3,4,22,4,3
3,4,22,4,3
3,4,22,4,3
3,4,23,3,3
3,4,23,3,3
3,4,23,3,3
3,4,23,3,3
3,4,23,4,3
3,4,23,3,3
3,4,23,3,3
3,5,0,4,3
3,5,0,3,3
3,5,0,4,3
3,5,0,3,3
3,5,0,3,3
3,5,0,3,3
3,5,0,3,3
3,5,0,3,3
3,5,1,4,3
3,5,1,3,3
3,5,1,4,3
3,5,1,3,3
3,5,1,3,3
3,5,1,3,3
3,5,1,4,3
3,5,2,3,3
3,5,2,4,3
3,5,2,4,3
3,5,2,4,3
3,5,2,3,3
3,5,2,3,3
3,5,2,4,3
3,5,2,3,3
3,5,3,3,3
3,5,3,3,3
3,5,3,4,3
3,5,3,3,3
3,5,3,4,3
3,5,3,3,3
3,5,3,4,3
3,5,4,3,3
3,5,4,3,3
3,5,4,4,3
3,5,4,3,3
3,5,4,3,3
3,5,4,3,3
3,5,4,3,3
3,5,4,4,3
3,5,5,4,3
3,5,5,4,3
3,5,5,3,3
3,5,5,3,3
3,5,5,3,3
3,5,5,3,3
3,5,5,4,3
3,5,6,3,3
3,5,6,4,3
3,5,6,3,3
3,5,6,3,3
3,5,6,4,3
3,5,6,4,3
3,5,6,3,3
3,5,6,4,3
3,5,7,4,3
3,5,7,804,703
3,5,7,1154,1053
3,5,7,1202,1070
3,5,7,1201,1069
3,5,7,1206,1074
3,5,7,1209,1076
3,5,8,1207,1071
3,5,8,1210,1075
3,5,8,1209,1076
3,5,8,1211,1078
3,5,8,1210,1079
3,5,8,1211,1079
3,5,8,1213,1075
3,5,8,1212,1078
3,5,9,1211,1075
3,5,9,1213,1078
3,5,9,1211,1078
3,5,9,1212,1078
3,5,9,1214,1077
3,5,9,1211,1074
3,5,9,1211,1077
3,5,10,1211,1078
3,5,10,1209,1076
3,5,10,1211,1078
3,5,10,1212,1079
3,5,10,1213,1080
3,5,10,1211,1079
3,5,10,1211,1076
3,5,10,1210,1076
3,5,11,1213,1076
3,5,11,1210,1079
3,5,11,1211,1081
3,5,11,1214,1079
3,5,11,1213,1079
3,5,11,1211,1079
3,5,11,1211,1077
3,5,12,1214,1080
3,5,12,1211,1078
3,5,12,1212,1077
3,5,12,1214,1081
3,5,12,1214,1081
3,5,12,1210,1080
3,5,12,1211,1078
3,5,12,1214,1077
3,5,13,1214,1078
3,5,13,1212,1077
3,5,13,1212,1076
3,5,13,1210,1076
3,5,13,1215,1081
3,5,13,1213,1081
3,5,13,1212,1078
3,5,14,1212,1079
3,5,14,1213,1078
3,5,14,1216,1079
3,5,14,1216,1077
3,5,14,1213,1079
3,5,14,1212,1080
3,5,14,1209,1075
3,5,14,1209,1073
3,5,15,1210,1077
3,5,15,1212,1078
3,5,15,1208,1075
3,5,15,1208,1073
3,5,15,1212,1078
3,5,15,1211,1077
3,5,15,1209,1075
3,5,16,1211,1074
3,5,16,1212,1079
3,5,16,1212,1079
3,5,16,1211,1079
3,5,16,1212,1077
3,5,16,1213,1081
3,5,16,1208,1077
3,5,16,1213,1080
3,5,17,1213,1076
3,5,17,1208,1075
3,5,17,1216,1080
3,5,17,916,830
3,5,17,16,30
3,5,17,4,3
3,5,17,3,3
3,5,18,3,3
3,5,18,4,3
3,5,18,3,3
3,5,18,4,3
3,5,18,4,3
3,5,18,4,3
3,5,18,3,3
3,5,18,4,3
3,5,19,4,3
3,5,19,3,3
3,5,19,4,3
3,5,19,4,3
3,5,19,3,3
3,5,19,3,3
3,5,19,3,3
3,5,20,3,3
3,5,20,4,3
3,5,20,4,3
3,5,20,3,3
3,5,20,4,3
3,5,20,3,3
3,5,20,3,3
3,5,20,3,3
3,5,21,4,3
3,5,21,3,3
3,5,21,4,3
3,5,21,4,3
3,5,21,3,3
3,5,21,4,3
3,5,21,4,3
3,5,22,4,3
3,5,22,3,3
3,5,22,4,3
3,5,22,4,3
3,5,22,3,3
3,5,22,3,3
3,5,22,3,3
3,5,22,3,3
3,5,23,3,3
3,5,23,4,3
3,5,23,4,3
3,5,23,3,3
3,5,23,3,3
3,5,23,4,3
3,5,23,4,3
3,6,0,3,3
3,6,0,4,3
3,6,0,3,3
3,6,0,4,3
3,6,0,3,3
3,6,0,4,3
3,6,0,3,3
3,6,0,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,4,3
3,6,1,3,3
3,6,1,4,3
3,6,1,4,3
3,6,1,3,3
3,6,2,4,3
3,6,2,3,3
3,6,2,4,3
3,6,2,3,3
3,6,2,4,3
3,6,2,3,3
3,6,2,4,3
3,6,2,4,3
3,6,3,3,3
3,6,3,4,3
3,6,3,3,3
3,6,3,4,3
3,6,3,3,3
3,6,3,4,3
3,6,3,3,3
3,6,4,4,3
3,6,4,4,3
3,6,4,3,3
